"customer_id","credit_score","estimated_salary"
"15799217",791,161051.75
"15787071",650,191599.67
"15619955",733,48559.19
"15796505",811,186339.74
"15725166",707,33159.37
"15800116",712,93883.53
"15758685",706,110899.30
"15694456",756,11199.04
"15767339",777,189992.97
"15683562",646,164255.69
"15782210",714,152167.79
"15668893",782,33949.67
"15669169",775,68143.93
"15643024",479,47251.79
"15699389",807,25885.72
"15708608",799,192633.85
"15626144",675,34577.36
"15573112",602,161229.84
"15790678",475,100816.29
"15727556",744,181694.44
"15697307",588,79078.91
"15652266",703,137316.32
"15607098",747,194926.86
"15655774",583,51285.49
"15590241",750,150401.53
"15785819",681,112491.96
"15723654",773,73656.38
"15774510",714,106636.89
"15684173",687,155853.52
"15650068",511,162599.51
"15811490",627,103737.82
"15803976",694,160990.27
"15682541",616,15462.84
"15695699",687,10334.05
"15624188",712,190686.16
"15812191",553,94440.45
"15636673",667,28257.63
"15594898",731,170034.95
"15660211",629,31824.29
"15773972",614,127166.49
"15746726",438,44937.01
"15712287",652,188603.07
"15702919",729,145111.37
"15674398",642,171463.83
"15797960",806,182822.50
"15631868",744,87213.33
"15581539",474,57175.32
"15662736",559,120540.83
"15666252",706,28714.34
"15677512",628,85426.28
"15626114",429,46170.75
"15810834",525,64448.36
"15678910",680,16278.97
"15694408",749,182855.42
"15585215",763,50404.72
"15682757",734,107640.25
"15736601",716,134132.65
"15601848",594,103480.69
"15736008",644,108761.05
"15669064",671,179012.30
"15624528",664,95145.14
"15598493",656,72143.44
"15601274",667,19162.89
"15702669",663,144680.18
"15728669",584,177772.03
"15742668",626,5597.94
"15697441",485,116828.51
"15740476",659,174652.51
"15648064",649,2010.98
"15636624",805,14109.85
"15807923",716,43527.40
"15745844",642,86099.23
"15786170",659,161574.19
"15681081",545,38970.14
"15684484",543,127587.22
"15785869",718,30380.12
"15763859",840,90908.95
"15658935",630,138275.01
"15747358",643,32171.79
"15735203",654,126143.23
"15576256",582,129892.93
"15659420",659,102416.84
"15593365",762,18719.67
"15777352",568,61936.22
"15812007",670,78358.94
"15625461",613,147224.27
"15739438",539,160979.66
"15611759",850,132298.49
"15661629",522,174248.52
"15633950",737,123547.28
"15592386",520,32790.02
"15803716",706,181543.67
"15696674",643,2319.96
"15706365",648,189543.19
"15745088",443,10940.40
"15676715",640,199493.38
"15613085",628,188193.25
"15633537",540,172572.64
"15594720",460,189339.60
"15684042",636,53512.16
"15583303",593,34004.44
"15611579",801,10598.29
"15774696",640,113428.77
"15694506",611,183487.98
"15688074",802,187658.09
"15759537",717,172459.39
"15758449",769,21016.00
"15583456",745,122381.02
"15667871",572,128123.66
"15677371",629,19570.63
"15629677",687,188150.60
"15713578",483,111020.24
"15591509",690,123775.15
"15568240",492,146700.22
"15622993",709,145251.35
"15689294",705,82463.69
"15720910",560,15928.49
"15721181",611,45886.33
"15776433",730,186489.95
"15748936",709,162922.65
"15717225",544,9262.77
"15685226",712,84932.40
"15785611",752,71557.12
"15573456",648,77405.95
"15684548",556,417.41
"15620505",594,71405.17
"15807432",645,153400.24
"15584766",557,371.05
"15612187",547,67789.99
"15762218",701,145894.90
"15646372",616,183840.51
"15690452",605,108887.44
"15747795",593,154071.27
"15781589",751,179291.85
"15732674",443,56937.43
"15642291",685,112239.03
"15692761",718,45909.87
"15578045",538,173779.25
"15745354",611,125696.26
"15701376",668,159585.61
"15691625",537,106761.47
"15566594",709,129590.18
"15760431",850,80006.65
"15686302",745,140451.52
"15801559",693,187929.43
"15810432",795,167155.36
"15809616",626,191420.71
"15720559",487,11384.45
"15695632",556,94898.10
"15659843",643,106781.59
"15615624",605,159508.52
"15810418",756,93524.19
"15716186",586,87168.46
"15674551",535,8128.32
"15622834",678,125518.32
"15566111",596,48963.59
"15784597",648,98368.24
"15652883",492,148584.61
"15806964",702,27474.81
"15576313",486,76192.21
"15806467",568,134600.94
"15597602",619,72467.99
"15743040",724,199645.45
"15705521",548,42749.85
"15595039",545,136050.44
"15799384",683,73564.44
"15581197",762,85578.63
"15693737",627,129826.89
"15624623",516,119666.00
"15783501",800,68052.08
"15690134",464,164104.74
"15782735",626,80190.36
"15611088",790,84126.75
"15672145",534,70179.00
"15732628",745,118024.10
"15787470",553,145704.19
"15803406",748,183049.41
"15730460",722,120906.83
"15644572",501,100433.83
"15694860",675,138777.00
"15658169",778,124694.99
"15794396",494,40084.32
"15785798",850,119232.33
"15710825",592,43921.36
"15668444",590,62222.81
"15726631",758,56577.00
"15733797",506,164253.35
"15747960",733,7666.73
"15634632",711,68487.51
"15707362",514,199273.98
"15662976",637,186062.36
"15732778",468,195711.16
"15718443",539,36692.17
"15670039",509,106920.57
"15773792",662,48725.68
"15613786",818,167036.94
"15726032",608,68777.26
"15663252",850,18924.92
"15593782",816,71905.77
"15633283",536,64833.28
"15749167",753,184843.77
"15759298",631,176730.02
"15683625",703,20629.40
"15635367",774,28415.36
"15681705",785,77231.27
"15603156",571,102750.70
"15591986",621,34580.80
"15798888",605,183598.77
"15809722",611,147358.27
"15677538",569,108469.20
"15797736",658,20612.82
"15695585",788,181196.76
"15744398",525,160249.10
"15750658",798,110783.28
"15578186",486,144995.33
"15676519",615,150227.85
"15637954",730,53718.28
"15758639",641,75248.30
"15613772",542,14353.43
"15731744",692,130486.57
"15807709",714,100127.71
"15714689",591,196356.17
"15699005",710,9983.88
"15624170",639,118974.77
"15725679",531,194998.34
"15585865",673,134901.34
"15804256",765,72924.56
"15662403",622,101057.95
"15733616",806,142838.64
"15591995",757,127059.04
"15677020",570,116503.92
"15727688",555,54405.79
"15715941",692,88721.84
"15714485",774,74135.48
"15730059",638,111346.22
"15715527",543,194902.16
"15576623",584,31474.27
"15805565",691,21198.39
"15677307",684,186976.60
"15773890",733,117202.19
"15598883",599,143739.29
"15568506",524,161811.23
"15761043",632,98090.91
"15782236",735,71095.41
"15593601",734,13107.24
"15682048",605,67110.59
"15746902",793,88225.02
"15752081",468,62256.87
"15781307",779,135925.72
"15775912",698,177815.87
"15745417",707,126471.13
"15671256",850,188574.12
"15653547",850,119175.45
"15595766",527,139093.73
"15742358",696,115916.55
"15763274",661,96463.25
"15786063",776,112349.51
"15600258",701,165303.79
"15573318",610,166031.08
"15653849",572,38411.79
"15694272",673,77783.35
"15736112",519,29871.79
"15749851",702,59747.63
"15663478",729,79919.13
"15592300",543,76773.53
"15567832",550,54018.93
"15776780",608,70649.64
"15592846",639,59093.39
"15739803",686,127569.80
"15794142",564,18260.98
"15762729",745,73275.96
"15667896",833,136129.49
"15626578",622,153237.59
"15776223",597,106841.12
"15705953",721,109078.35
"15802593",504,87822.14
"15615457",842,126644.98
"15708916",587,47414.15
"15720187",479,41879.99
"15595440",508,75808.10
"15600651",749,47911.03
"15750141",721,28737.78
"15657284",674,2079.20
"15763063",685,121562.33
"15709324",417,55003.79
"15711309",574,193131.42
"15775318",590,191932.27
"15705515",587,159418.10
"15634844",598,191468.78
"15717046",741,38913.68
"15571816",850,705.18
"15670080",584,138490.03
"15800440",650,82970.69
"15665678",607,76744.72
"15665956",509,71244.59
"15788126",689,12182.15
"15811773",543,141210.50
"15651674",438,191763.07
"15689614",687,37938.74
"15795564",737,74890.58
"15706647",761,166698.18
"15728505",601,62678.53
"15730076",651,67740.08
"15622003",745,161519.77
"15607312",648,159835.78
"15644753",848,30876.84
"15653620",546,14858.10
"15761986",439,75685.97
"15633922",755,144183.10
"15734674",593,65170.66
"15658032",701,82526.92
"15692671",701,169161.46
"15737741",607,109291.39
"15576352",586,6057.81
"15753719",547,77077.14
"15803689",647,54954.51
"15718057",760,179614.80
"15722010",621,35588.07
"15680998",725,117356.14
"15614782",526,160696.72
"15591047",519,147278.43
"15788291",713,56594.36
"15604044",700,1299.75
"15679587",666,25095.03
"15775153",630,146326.45
"15603925",779,38296.21
"15680970",611,164061.60
"15697183",685,107811.28
"15567446",646,30838.51
"15637476",683,9221.78
"15714939",484,33738.27
"15683503",601,110916.15
"15645569",762,169654.57
"15782569",687,69829.40
"15592387",566,54926.51
"15609286",702,94728.49
"15814035",601,80393.27
"15661249",699,111307.98
"15629117",584,19834.32
"15607170",699,78397.24
"15586585",698,86410.28
"15686611",495,172749.65
"15603203",650,1002.39
"15619857",605,13601.79
"15805062",667,77866.91
"15660271",688,175296.76
"15745295",727,121751.04
"15719352",754,89593.26
"15766575",612,193437.89
"15594594",546,86945.00
"15646161",673,183318.79
"15682585",593,71154.10
"15603134",656,151887.16
"15636444",535,75888.65
"15773456",678,89566.74
"15745307",477,26475.79
"15604119",850,126355.80
"15626900",427,93839.30
"15605447",752,7698.60
"15589030",649,145593.85
"15692463",799,45042.56
"15712403",589,61108.56
"15811762",583,57553.98
"15718673",839,62674.42
"15724282",540,12120.79
"15738181",850,50129.87
"15633648",696,55022.43
"15603323",660,117834.91
"15583725",682,168840.23
"15588350",744,24234.11
"15798398",785,190627.01
"15784844",752,156618.38
"15580684",706,42334.38
"15809663",583,110784.42
"15640078",660,173683.00
"15698786",819,27046.46
"15569807",673,20598.59
"15730830",752,104991.28
"15805112",578,8996.97
"15633064",438,64420.50
"15703119",652,145700.22
"15730447",629,196335.48
"15813850",720,14781.12
"15711889",668,108139.23
"15664610",459,19287.06
"15751710",729,9567.39
"15692926",498,132210.49
"15813741",549,21600.11
"15698474",601,199661.50
"15568595",544,124341.49
"15603065",751,15766.10
"15592937",632,33642.21
"15699637",694,117704.65
"15667215",678,58803.28
"15788659",695,137537.22
"15763218",661,131300.68
"15645772",661,84174.81
"15725511",559,160941.78
"15575024",503,143954.99
"15640825",695,56297.85
"15662397",640,8404.73
"15576368",624,30020.09
"15674991",667,58137.42
"15721024",642,47472.68
"15745621",640,19131.71
"15642394",529,187288.50
"15754605",563,17603.81
"15607040",593,67020.03
"15715142",739,147802.94
"15810978",788,41610.62
"15668886",684,44255.65
"15780804",482,78416.14
"15613880",591,137254.55
"15775238",651,151303.48
"15786905",749,86333.63
"15747867",583,89801.90
"15600337",661,29358.57
"15801277",715,181600.72
"15579334",769,124118.71
"15802741",625,38867.46
"15720649",641,31106.67
"15589493",716,67611.36
"15688251",767,77837.63
"15665238",745,6078.46
"15740900",589,177896.92
"15681068",796,123882.73
"15748625",664,15304.08
"15727299",445,76569.64
"15620204",543,120657.32
"15669516",746,16436.56
"15736534",742,107667.91
"15803457",750,95611.47
"15659098",669,19799.26
"15603436",594,123214.74
"15566292",574,71709.12
"15808621",659,149066.14
"15580148",750,20451.99
"15776231",626,32825.50
"15773809",620,6232.31
"15649423",580,10357.03
"15734886",686,147794.63
"15722548",540,116973.48
"15650288",634,129964.94
"15629448",632,92816.86
"15716164",501,172114.67
"15807609",650,16649.31
"15578977",786,144517.19
"15677369",554,182038.60
"15804072",701,24210.56
"15696859",474,172175.90
"15653780",621,47578.45
"15721658",672,150694.42
"15578761",459,177683.02
"15736879",669,66088.83
"15571973",776,169291.70
"15626742",694,117140.41
"15672692",787,79510.37
"15673570",580,77108.66
"15767432",711,9679.28
"15654238",673,81753.92
"15612525",499,131372.38
"15812750",591,25310.82
"15790757",769,187925.75
"15723873",657,98820.39
"15744607",738,64166.70
"15612966",545,176924.21
"15784209",497,90055.08
"15794278",816,72814.31
"15766741",525,168290.06
"15661036",725,161767.38
"15705639",692,44420.18
"15637414",618,37147.61
"15716835",546,125381.02
"15696231",635,149853.89
"15641675",611,161435.02
"15670755",650,102925.76
"15640059",606,70899.27
"15787619",844,145936.28
"15587535",450,54227.06
"15813034",727,59280.79
"15698839",460,126952.50
"15790314",649,130567.02
"15634245",758,73294.48
"15677305",490,3937.37
"15661526",815,2383.59
"15685997",838,14279.44
"15660101",803,141300.53
"15637979",664,78140.75
"15815364",736,117431.10
"15647099",633,72008.61
"15625944",664,60887.58
"15583212",600,194764.83
"15582741",693,88705.14
"15637876",663,35817.97
"15622750",742,31520.40
"15672056",710,157908.19
"15812351",710,142200.15
"15810864",700,182055.36
"15677921",720,157552.08
"15724296",684,120284.67
"15685329",531,24506.95
"15584091",742,47271.61
"15640442",717,41176.60
"15639314",589,9468.64
"15685320",767,123880.19
"15789158",636,158887.09
"15752137",648,117036.38
"15712551",622,120415.61
"15628936",692,16064.25
"15797227",754,52615.62
"15769974",679,121210.09
"15737051",639,192247.35
"15585595",774,68759.57
"15654060",517,75937.47
"15745196",571,84569.13
"15571221",747,190696.35
"15660155",792,67468.67
"15605284",688,104435.94
"15694366",714,47166.55
"15600739",562,119899.52
"15653253",704,173498.45
"15763431",698,93249.26
"15643696",611,142917.54
"15707473",850,111755.80
"15769504",743,108543.21
"15776807",654,180345.44
"15686870",761,99444.02
"15668747",702,109563.28
"15766908",488,92568.07
"15570134",683,37976.36
"15567367",601,103315.74
"15747542",605,173952.50
"15762238",671,34673.98
"15681554",614,46163.44
"15712825",511,140676.98
"15640280",850,151738.54
"15756026",790,14679.81
"15613319",793,175544.02
"15798906",628,181964.60
"15708917",598,136886.86
"15778463",657,122218.23
"15699430",618,180439.75
"15649992",681,190419.81
"15578980",516,58685.59
"15775306",421,89017.38
"15641655",700,50051.42
"15619708",745,146041.45
"15734565",696,191166.09
"15806438",580,103516.08
"15591969",497,164825.04
"15747807",720,172557.77
"15596939",659,84320.94
"15716155",841,122662.98
"15765311",642,72085.10
"15757811",732,110932.24
"15603830",600,143635.36
"15660602",464,3710.34
"15660535",680,179843.33
"15666633",758,10643.38
"15596914",630,131167.98
"15639788",577,10553.31
"15695846",684,130928.22
"15726234",708,157003.99
"15797964",732,138527.56
"15625881",634,167032.49
"15780628",633,41642.29
"15575883",559,9677.00
"15585036",694,147012.22
"15589488",686,80553.87
"15585888",553,30730.95
"15727915",507,140134.43
"15707567",732,91936.10
"15737792",818,178252.63
"15599433",660,198674.08
"15672012",773,28266.90
"15806983",640,92381.01
"15592222",505,135180.11
"15608968",714,27330.59
"15586959",468,125305.34
"15646558",611,149648.45
"15725811",705,59887.15
"15572265",646,45041.32
"15739189",561,45261.47
"15794048",667,113316.77
"15677610",511,39087.42
"15745012",653,7330.59
"15601589",675,95463.29
"15686436",523,167848.02
"15693864",567,93953.84
"15760550",741,174227.66
"15686137",456,135399.21
"15809087",598,195635.30
"15807663",667,97508.04
"15809100",548,188083.77
"15794916",725,116704.25
"15614215",717,97614.87
"15805449",594,186884.04
"15686983",678,131501.72
"15808017",545,24302.95
"15756804",636,110510.28
"15646810",603,108488.33
"15710424",435,197015.20
"15799422",535,27689.77
"15692750",629,9217.55
"15794549",722,15068.18
"15803764",561,7797.01
"15674840",645,4400.32
"15653762",501,182025.95
"15581229",502,122763.95
"15800228",652,38152.01
"15656333",574,63163.99
"15697497",518,73418.29
"15585362",749,17978.68
"15571928",679,115136.51
"15785519",565,149575.59
"15743007",643,60917.24
"15777211",515,142548.33
"15721935",521,157878.67
"15591711",739,12796.43
"15625021",585,18657.77
"15702968",733,134589.58
"15600462",542,10350.74
"15768104",788,66013.27
"15780140",435,5907.11
"15585255",577,74077.91
"15772781",703,77294.56
"15669987",728,54359.02
"15697000",728,156124.93
"15733119",718,94820.85
"15782390",621,155155.25
"15654700",523,128702.10
"15632210",657,22745.50
"15642041",727,71865.31
"15709737",643,84294.82
"15792388",645,149139.13
"15786014",568,185489.11
"15794580",599,176407.15
"15675964",672,92027.69
"15814275",685,43932.54
"15724848",516,115789.25
"15754713",685,125777.28
"15693814",806,18461.90
"15599660",604,79633.38
"15746490",648,121542.29
"15566091",545,94739.20
"15655961",756,93302.29
"15710404",569,193793.78
"15775625",596,74835.65
"15792328",475,56999.90
"15719856",646,57236.44
"15593773",784,81483.64
"15733114",552,26752.56
"15797748",729,9200.54
"15743411",609,22447.85
"15753337",555,189122.89
"15601026",572,16161.82
"15658485",785,68600.36
"15636731",714,447.73
"15628303",738,15650.73
"15633461",639,149599.62
"15677135",520,90304.01
"15590876",764,115676.38
"15790782",661,38812.67
"15700476",564,34338.21
"15634141",708,823.36
"15737795",512,135482.26
"15790299",592,10656.89
"15675316",619,116467.35
"15613630",775,96823.32
"15662100",850,171096.20
"15668032",577,79881.39
"15599289",724,157862.82
"15754084",710,127951.81
"15676521",696,191074.11
"15804586",376,157333.69
"15781465",675,133457.52
"15729362",745,130789.60
"15709295",697,128373.88
"15745324",599,194273.20
"15741336",715,5684.17
"15783659",659,131043.20
"15620981",684,21228.34
"15630328",635,43250.30
"15785899",789,4389.40
"15606149",571,189271.90
"15671139",694,102284.20
"15660429",665,156774.94
"15571002",706,69865.49
"15631681",807,85523.24
"15731522",771,51219.80
"15619529",531,7222.92
"15628034",629,23971.33
"15686164",850,132173.31
"15582797",685,113639.64
"15753831",642,39768.59
"15731815",529,108732.96
"15580956",683,117349.19
"15602084",663,78004.50
"15589805",563,152417.79
"15720893",637,26057.08
"15641009",544,79972.09
"15605926",649,107125.79
"15805955",638,47679.14
"15801488",723,134509.47
"15605918",635,153265.31
"15779711",750,179883.04
"15705620",730,138882.98
"15685357",750,9855.81
"15570060",586,67046.83
"15582616",520,56388.63
"15799515",652,77764.37
"15642937",550,130590.35
"15624729",594,151912.49
"15566156",749,151083.80
"15792360",668,777.37
"15807008",614,69454.24
"15704770",773,11723.57
"15756475",551,91565.25
"15655339",566,79616.37
"15613749",569,102299.81
"15664521",659,104533.51
"15681206",722,140765.57
"15745527",655,66214.13
"15806926",615,139816.10
"15724563",752,140139.28
"15782899",661,102297.15
"15623521",838,145765.83
"15810218",610,83912.24
"15645621",811,78439.73
"15608114",587,6776.92
"15659557",811,9903.42
"15787772",759,91561.91
"15691111",648,4027.02
"15592089",788,116111.51
"15633897",725,184023.54
"15701301",646,67124.48
"15723685",601,50070.59
"15701602",521,53793.10
"15573086",564,36721.40
"15569050",444,130009.85
"15750765",650,175380.77
"15799811",724,127847.25
"15698442",719,138231.70
"15655274",548,48673.18
"15603594",635,70668.77
"15585961",496,199505.53
"15686936",676,169583.18
"15770424",541,49063.42
"15587451",778,63337.19
"15602010",850,60083.11
"15600583",633,48606.71
"15654673",625,165580.93
"15717164",485,194010.12
"15765014",547,69263.10
"15682639",642,88698.83
"15729279",718,63030.97
"15759805",582,59668.81
"15767864",628,184230.23
"15769948",737,64050.19
"15686345",828,81853.98
"15688071",609,154642.91
"15681174",730,145679.60
"15667521",631,30781.77
"15750243",830,81622.52
"15695475",645,196474.35
"15689176",663,176276.10
"15652955",678,35113.08
"15668958",521,64299.82
"15631054",625,180969.55
"15581479",523,138176.78
"15577478",714,86733.61
"15780870",580,7418.92
"15692317",722,166376.54
"15593969",630,140881.20
"15570417",579,4460.20
"15779059",670,110472.12
"15785980",588,86460.28
"15644200",807,16500.66
"15793949",726,114020.06
"15645103",812,131660.31
"15705860",631,52449.62
"15623828",682,161465.31
"15715003",625,20018.79
"15623471",607,176318.27
"15798348",600,50488.91
"15743016",602,30379.60
"15769499",545,161326.73
"15798521",675,45348.08
"15706534",581,180251.68
"15706186",640,34925.56
"15812197",850,126555.74
"15650933",490,187921.30
"15692991",710,136390.88
"15631189",613,78566.64
"15762198",812,166038.27
"15699598",723,140385.33
"15692744",512,38629.30
"15688963",731,24998.75
"15599131",650,128815.33
"15680303",594,19376.56
"15628674",844,31904.31
"15648075",686,173179.79
"15586970",695,22485.64
"15625698",624,196668.51
"15790497",503,136506.86
"15682618",535,36278.89
"15762937",743,163254.39
"15750929",702,99654.13
"15729832",658,20207.02
"15633650",677,4195.84
"15748856",664,112340.20
"15589195",766,2035.94
"15699911",461,132295.95
"15663438",688,177383.68
"15692583",678,90284.47
"15591257",796,61349.37
"15646513",803,196466.83
"15708063",712,70758.37
"15696098",498,13892.57
"15645517",850,9684.52
"15649744",628,40546.15
"15604304",539,136603.42
"15784092",732,133172.48
"15585198",715,152821.12
"15624347",651,147715.83
"15621687",813,43169.15
"15689081",692,76755.99
"15813168",756,73406.04
"15604295",543,176728.28
"15724127",790,98309.27
"15673055",494,6203.66
"15768201",850,176791.27
"15782219",703,50679.48
"15746410",432,150580.88
"15780144",512,80120.19
"15590476",589,151645.96
"15624293",514,55072.32
"15618182",678,115068.99
"15660316",420,149471.13
"15678886",679,46522.68
"15616330",595,189995.86
"15592229",713,46369.57
"15798424",833,30722.52
"15714750",690,70810.60
"15648800",731,106663.46
"15626147",608,175836.03
"15626608",479,85646.41
"15723250",519,101485.72
"15592583",731,191734.67
"15759381",617,101839.77
"15585241",756,4888.91
"15589358",848,193132.98
"15672704",809,193518.76
"15789955",698,93982.02
"15596800",779,197000.92
"15627305",606,106837.06
"15645316",612,115161.28
"15593973",663,196260.30
"15647301",549,96404.38
"15750258",675,97658.66
"15685309",669,49108.23
"15628205",571,195651.66
"15733974",500,111698.00
"15762110",628,171707.93
"15706899",559,66721.98
"15732660",769,57876.05
"15656121",733,177994.81
"15614220",750,105125.65
"15645269",583,17439.66
"15698510",468,172668.39
"15569247",727,753.37
"15566251",618,98686.40
"15716134",617,107047.92
"15763625",793,152153.74
"15605965",630,34338.04
"15694821",765,173878.87
"15601688",546,159254.29
"15575581",614,54776.64
"15671209",593,134594.99
"15616529",613,41724.72
"15773906",655,110527.71
"15722993",700,8996.79
"15752463",826,190200.53
"15589754",652,115333.43
"15669899",755,143619.52
"15766887",538,58467.08
"15768006",729,12128.69
"15741295",615,49872.33
"15811327",700,139735.54
"15690007",434,60891.80
"15690664",729,100862.54
"15719348",513,76640.29
"15781802",755,126013.58
"15752731",615,87347.82
"15600997",747,77370.37
