"customer_id","country","gender","age"
"15810432",Spain,Male,35
"15809616",Spain,Male,26
"15720559",Germany,Female,61
"15695632",France,Female,39
"15659843",France,Female,46
"15615624",France,Female,28
"15810418",Germany,Female,60
"15716186",France,Female,38
"15674551",Germany,Male,40
"15622834",France,Female,35
"15566111",France,Male,39
"15784597",France,Male,26
"15652883",Germany,Male,39
"15806964",France,Male,45
"15576313",Germany,Female,40
"15806467",Germany,Male,40
"15597602",Germany,Male,57
"15743040",Germany,Male,41
"15705521",Germany,Female,33
"15595039",Germany,Female,37
"15799384",France,Male,33
"15581197",France,Female,51
"15693737",Germany,Female,30
"15624623",France,Male,35
"15783501",France,Female,38
"15690134",Germany,Female,42
"15782735",France,Female,35
"15611088",France,Female,31
"15672145",France,Female,34
"15732628",France,Male,46
"15787470",Spain,Male,47
"15803406",France,Female,26
"15730460",France,Male,37
"15644572",France,Male,40
"15694860",France,Female,38
"15658169",Spain,Female,47
"15794396",Germany,Female,38
"15785798",France,Male,40
"15710825",Spain,Male,31
"15668444",Spain,Female,44
"15726631",France,Female,39
"15733797",France,Male,36
"15747960",France,Male,33
"15634632",France,Male,38
"15707362",Germany,Male,43
"15662976",Spain,Male,37
"15732778",Germany,Male,29
"15718443",France,Male,39
"15670039",Spain,Female,25
"15773792",France,Female,32
"15613786",Spain,Male,26
"15726032",France,Male,33
"15663252",Spain,Female,32
"15593782",Germany,Female,38
"15633283",France,Male,35
"15749167",France,Male,35
"15759298",Spain,Male,27
"15683625",France,Male,37
"15635367",France,Male,26
"15681705",France,Male,28
"15603156",France,Female,33
"15591986",Germany,Male,46
"15798888",Germany,Female,31
"15809722",France,Female,40
"15677538",France,Male,38
"15797736",France,Male,29
"15695585",Spain,Male,34
"15744398",France,Female,23
"15750658",France,Male,37
"15578186",Germany,Male,37
"15676519",Spain,Male,61
"15637954",France,Female,35
"15758639",France,Male,37
"15613772",France,Male,39
"15731744",France,Male,30
"15807709",Germany,Female,55
"15714689",Spain,Male,29
"15699005",France,Female,41
"15624170",France,Female,38
"15725679",France,Female,47
"15585865",France,Female,38
"15804256",Germany,Male,36
"15662403",France,Female,32
"15733616",France,Male,40
"15591995",Germany,Male,26
"15677020",France,Female,58
"15727688",Spain,Male,32
"15715941",France,Male,54
"15714485",France,Male,60
"15730059",Spain,Male,44
"15715527",Spain,Female,41
"15576623",France,Male,31
"15805565",Germany,Male,30
"15677307",Germany,Female,40
"15773890",France,Male,22
"15598883",Spain,Female,37
"15568506",Germany,Female,31
"15761043",Germany,Female,38
"15782236",Spain,Male,34
"15593601",France,Male,34
"15682048",France,Female,51
"15746902",Spain,Male,38
"15752081",France,Female,56
"15781307",Germany,Male,37
"15775912",France,Male,48
"15745417",France,Male,58
"15671256",France,Female,35
"15653547",France,Male,56
"15595766",Spain,Male,37
"15742358",Germany,Male,32
"15763274",France,Male,48
"15786063",France,Female,31
"15600258",France,Male,43
"15573318",France,Male,26
"15653849",Germany,Female,48
"15694272",France,Male,30
"15736112",Spain,Female,57
"15749851",Spain,Female,26
"15663478",France,Male,32
"15592300",Spain,Male,35
"15567832",France,Female,40
"15776780",France,Male,59
"15592846",Germany,Male,35
"15739803",Spain,Male,34
"15794142",Germany,Female,62
"15762729",Germany,Female,28
"15667896",France,Male,37
"15626578",France,Male,26
"15776223",France,Female,42
"15705953",Spain,Male,51
"15802593",France,Female,49
"15615457",Spain,Female,44
"15708916",France,Male,38
"15720187",Germany,Female,30
"15595440",France,Male,49
"15600651",France,Male,24
"15750141",Germany,Female,36
"15657284",Germany,Male,47
"15763063",Spain,Female,25
"15709324",France,Male,34
"15711309",Germany,Male,33
"15775318",Spain,Female,51
"15705515",Germany,Male,40
"15634844",Germany,Male,41
"15717046",Spain,Male,53
"15571816",Spain,Female,70
"15670080",Germany,Female,29
"15800440",Spain,Male,61
"15665678",Spain,Male,36
"15665956",France,Female,46
"15788126",Spain,Female,38
"15811773",France,Male,36
"15651674",Spain,Female,54
"15689614",Spain,Female,63
"15795564",Germany,Male,31
"15706647",France,Male,31
"15728505",France,Male,44
"15730076",France,Male,45
"15622003",France,Male,35
"15607312",Spain,Female,49
"15644753",Spain,Male,40
"15653620",France,Female,27
"15761986",Spain,Female,32
"15633922",France,Male,30
"15734674",France,Female,41
"15658032",France,Male,39
"15692671",Spain,Male,36
"15737741",Spain,Female,33
"15576352",Spain,Female,57
"15753719",Germany,Female,30
"15803689",Germany,Female,51
"15718057",France,Female,51
"15722010",Spain,Male,53
"15680998",France,Male,44
"15614782",France,Male,36
"15591047",Spain,Female,47
"15788291",Germany,Female,38
"15604044",France,Male,38
"15679587",France,Female,34
"15775153",Spain,Male,32
"15603925",Spain,Female,26
"15680970",Germany,Female,41
"15697183",Spain,Male,43
"15567446",Germany,Male,39
"15637476",Germany,Female,57
"15714939",Germany,Female,34
"15683503",France,Female,43
"15645569",Spain,Female,26
"15782569",France,Female,72
"15592387",France,Male,30
"15609286",France,Male,37
"15814035",France,Male,29
"15661249",France,Male,53
"15629117",France,Male,28
"15607170",France,Male,35
"15586585",Germany,Female,51
"15686611",France,Male,30
"15603203",France,Female,27
"15619857",France,Female,64
"15805062",Spain,Male,38
"15660271",Germany,Male,26
"15745295",Spain,Female,31
"15719352",Spain,Male,39
"15766575",Germany,Female,62
"15594594",Spain,Male,42
"15646161",Spain,Female,37
"15682585",France,Male,35
"15603134",Spain,Female,40
"15636444",Germany,Female,53
"15773456",Germany,Male,36
"15745307",Spain,Female,48
"15604119",Spain,Male,35
"15626900",France,Male,29
"15605447",France,Male,49
"15589030",France,Male,47
"15692463",Spain,Female,28
"15712403",France,Female,61
"15811762",Germany,Female,54
"15718673",Spain,Female,33
"15724282",Germany,Male,44
"15738181",France,Male,31
"15633648",Spain,Female,51
"15603323",Spain,Female,33
"15583725",France,Male,48
"15588350",France,Female,43
"15798398",France,Female,36
"15784844",Spain,Male,48
"15580684",France,Female,29
"15809663",France,Female,27
"15640078",Germany,Female,39
"15698786",France,Female,39
"15569807",France,Female,34
"15730830",France,Female,30
"15805112",France,Male,38
"15633064",France,Female,36
"15703119",France,Male,38
"15730447",France,Female,49
"15813850",France,Male,52
"15711889",France,Male,42
"15664610",Germany,Male,48
"15751710",Spain,Male,31
"15692926",Germany,Male,25
"15813741",Spain,Male,25
"15698474",Germany,Female,54
"15568595",France,Male,64
"15603065",France,Female,30
"15592937",Germany,Female,41
"15699637",Spain,Male,57
"15667215",France,Male,31
"15788659",France,Male,46
"15763218",France,Female,41
"15645772",France,Male,33
"15725511",France,Female,31
"15575024",France,Male,29
"15640825",Spain,Male,46
"15662397",France,Female,42
"15576368",Germany,Female,48
"15674991",France,Male,42
"15721024",France,Male,26
"15745621",Spain,Female,32
"15642394",Spain,Male,35
"15754605",France,Female,39
"15607040",Spain,Female,38
"15715142",Germany,Male,45
"15810978",Spain,Female,70
"15668886",Spain,Female,38
"15780804",France,Male,55
"15613880",Spain,Male,58
"15775238",Germany,Female,41
"15786905",Germany,Female,40
"15747867",France,Male,24
"15600337",Spain,Male,42
"15801277",France,Female,31
"15579334",Germany,Female,45
"15802741",France,Female,51
"15720649",France,Female,36
"15589493",Germany,Male,27
"15688251",France,Male,43
"15665238",Germany,Male,36
"15740900",France,Male,34
"15681068",France,Female,45
"15748625",France,Male,57
"15727299",Spain,Male,62
"15620204",Germany,Female,57
"15669516",Spain,Male,36
"15736534",Germany,Male,33
"15803457",France,Female,32
"15659098",France,Male,30
"15603436",Spain,Female,49
"15566292",Spain,Male,36
"15808621",Germany,Male,36
"15580148",Germany,Male,40
"15776231",Germany,Male,35
"15773809",France,Male,42
"15649423",France,Female,35
"15734886",France,Female,34
"15722548",France,Male,48
"15650288",Germany,Male,35
"15629448",Spain,Male,38
"15716164",France,Female,41
"15807609",Spain,Female,25
"15578977",France,Male,34
"15677369",Germany,Female,37
"15804072",Spain,Female,42
"15696859",France,Male,45
"15653780",France,Female,43
"15721658",Spain,Female,56
"15578761",Spain,Female,42
"15736879",France,Male,23
"15571973",France,Female,38
"15626742",France,Male,36
"15672692",France,Female,42
"15673570",France,Male,37
"15767432",France,Female,25
"15654238",France,Female,40
"15612525",France,Female,57
"15812750",France,Male,24
"15790757",France,Female,25
"15723873",Spain,Male,31
"15744607",Germany,Male,43
"15612966",Germany,Female,60
"15784209",France,Male,47
"15794278",Spain,Male,67
"15766741",France,Male,36
"15661036",France,Male,46
"15705639",France,Female,28
"15637414",France,Female,24
"15716835",France,Male,24
"15696231",France,Male,29
"15641675",France,Female,49
"15670755",France,Male,60
"15640059",France,Male,40
"15787619",France,Male,18
"15587535",Spain,Female,46
"15813034",Spain,Male,38
"15698839",Germany,Male,46
"15790314",France,Male,41
"15634245",Germany,Female,47
"15677305",France,Female,35
"15661526",Germany,Male,37
"15685997",Spain,Female,39
"15660101",France,Male,31
"15637979",Germany,Female,36
"15815364",Spain,Female,28
"15647099",France,Female,37
"15625944",France,Male,58
"15583212",France,Female,43
"15582741",France,Female,35
"15637876",Germany,Female,36
"15622750",Germany,Female,21
"15672056",Germany,Male,43
"15812351",Spain,Female,27
"15810864",France,Female,82
"15677921",Germany,Male,60
"15724296",Spain,Male,41
"15685329",France,Female,63
"15584091",Germany,Female,36
"15640442",France,Male,31
"15639314",France,Male,32
"15685320",France,Male,36
"15789158",Germany,Male,49
"15752137",France,Male,33
"15712551",Germany,Female,58
"15628936",Spain,Male,28
"15797227",France,Male,28
"15769974",Spain,Female,35
"15737051",France,Male,27
"15585595",France,Female,28
"15654060",France,Male,41
"15745196",France,Female,35
"15571221",Germany,Male,58
"15660155",Spain,Male,36
"15605284",France,Male,26
"15694366",Germany,Male,42
"15600739",Spain,Female,35
"15653253",Spain,Male,48
"15763431",France,Male,36
"15643696",France,Male,49
"15707473",Germany,Female,48
"15769504",Germany,Female,34
"15776807",France,Male,29
"15686870",Germany,Male,36
"15668747",France,Female,46
"15766908",Germany,Male,32
"15570134",France,Female,35
"15567367",Germany,Female,42
"15747542",France,Male,52
"15762238",Germany,Female,44
"15681554",Germany,Female,31
"15712825",Spain,Female,29
"15640280",France,Male,39
"15756026",Spain,Female,46
"15613319",France,Female,33
"15798906",France,Male,69
"15708917",Germany,Male,53
"15778463",France,Female,37
"15699430",France,Female,35
"15649992",Spain,Male,65
"15578980",Spain,Female,33
"15775306",Germany,Male,28
"15641655",France,Female,26
"15619708",France,Male,25
"15734565",France,Male,29
"15806438",Germany,Female,42
"15591969",Spain,Male,27
"15747807",France,Female,43
"15596939",Germany,Male,36
"15716155",France,Female,36
"15765311",Spain,Male,34
"15757811",Spain,Female,69
"15603830",Spain,Male,36
"15660602",Germany,Male,33
"15660535",France,Female,47
"15666633",Spain,Male,56
"15596914",Germany,Female,31
"15639788",France,Female,39
"15695846",France,Female,34
"15726234",Spain,Female,41
"15797964",Germany,Female,29
"15625881",Germany,Male,37
"15780628",France,Female,30
"15575883",France,Male,34
"15585036",Spain,Female,37
"15589488",Germany,Female,56
"15585888",Spain,Female,48
"15727915",France,Male,36
"15707567",Germany,Male,50
"15737792",France,Female,31
"15599433",Germany,Male,35
"15672012",Spain,Female,41
"15806983",France,Male,44
"15592222",France,Male,49
"15608968",Germany,Male,21
"15586959",France,Female,42
"15646558",Spain,Male,51
"15725811",France,Male,25
"15572265",Germany,Male,46
"15739189",Spain,Female,33
"15794048",Germany,Female,48
"15677610",Germany,Female,41
"15745012",France,Female,43
"15601589",France,Female,57
"15686436",Spain,Male,32
"15693864",Germany,Female,49
"15760550",Spain,Male,39
"15686137",Spain,Male,32
"15809087",France,Male,64
"15807663",France,Male,43
"15809100",France,Female,32
"15794916",France,Male,41
"15614215",France,Male,53
"15805449",France,Male,38
"15686983",Germany,Female,25
"15808017",France,Male,38
"15756804",France,Female,48
"15646810",Germany,Male,44
"15710424",France,Male,36
"15799422",France,Female,40
"15692750",Germany,Female,45
"15794549",France,Female,35
"15803764",France,Male,28
"15674840",France,Female,38
"15653762",France,Female,39
"15581229",Germany,Female,32
"15800228",Spain,Female,42
"15656333",France,Female,33
"15697497",France,Female,45
"15585362",France,Female,60
"15571928",France,Female,43
"15785519",France,Male,36
"15743007",France,Female,45
"15777211",France,Male,65
"15721935",France,Male,25
"15591711",Spain,Male,38
"15625021",France,Male,42
"15702968",Germany,Male,74
"15600462",France,Female,43
"15768104",Spain,Male,37
"15780140",Germany,Male,32
"15585255",France,Male,42
"15772781",France,Female,51
"15669987",Germany,Female,35
"15697000",Germany,Male,32
"15733119",France,Male,35
"15782390",France,Female,40
"15654700",France,Female,40
"15632210",Germany,Male,25
"15642041",Germany,Male,40
"15709737",France,Male,36
"15792388",France,Female,48
"15786014",France,Male,28
"15794580",France,Male,58
"15675964",France,Female,45
"15814275",France,Male,33
"15724848",France,Female,46
"15754713",Spain,Male,31
"15693814",Spain,Male,25
"15599660",France,Male,36
"15746490",Spain,Female,53
"15566091",Spain,Female,32
"15655961",Germany,Male,27
"15710404",France,Male,35
"15775625",France,Male,47
"15792328",France,Male,39
"15719856",France,Female,45
"15593773",Spain,Male,35
"15733114",Spain,Male,45
"15797748",France,Male,44
"15743411",Spain,Male,61
"15753337",France,Male,51
"15601026",Germany,Female,19
"15658485",France,Female,34
"15636731",Germany,Female,36
"15628303",Spain,Male,35
"15633461",Germany,Male,38
"15677135",Germany,Male,61
"15590876",France,Female,24
"15790782",Spain,Male,39
"15700476",Germany,Male,41
"15634141",Germany,Female,42
"15737795",Spain,Male,36
"15790299",Spain,Male,37
"15675316",France,Female,38
"15613630",France,Male,52
"15662100",Germany,Female,44
"15668032",France,Female,37
"15599289",France,Female,37
"15754084",Spain,Male,35
"15676521",France,Female,31
"15804586",France,Female,46
"15781465",Germany,Female,29
"15729362",France,Male,36
"15709295",Spain,Female,25
"15745324",Spain,Female,39
"15741336",France,Female,38
"15783659",France,Male,67
"15620981",France,Female,48
"15630328",France,Female,48
"15785899",Germany,Male,33
"15606149",Germany,Female,66
"15671139",Spain,Male,39
"15660429",Spain,Female,42
"15571002",France,Female,44
"15631681",Spain,Female,43
"15731522",Spain,Female,67
"15619529",Spain,Male,27
"15628034",France,Female,37
"15686164",Germany,Female,31
"15582797",Spain,Male,35
"15753831",Spain,Male,32
"15731815",Spain,Male,63
"15580956",Germany,Female,43
"15602084",France,Female,42
"15589805",France,Female,34
"15720893",Spain,Female,34
"15641009",France,Male,37
"15605926",Germany,Male,70
"15805955",France,Female,48
"15801488",France,Male,25
"15605918",Germany,Male,43
"15779711",Spain,Female,38
"15705620",France,Male,34
"15685357",Spain,Female,36
"15570060",France,Female,43
"15582616",France,Female,38
"15799515",France,Female,48
"15642937",France,Female,46
"15624729",France,Male,27
"15566156",Germany,Female,44
"15792360",France,Male,32
"15807008",Germany,Female,35
"15704770",France,Male,25
"15756475",Germany,Male,31
"15655339",France,Male,36
"15613749",Spain,Male,34
"15664521",Spain,Male,31
"15681206",France,Female,49
"15745527",France,Male,37
"15806926",France,Female,35
"15724563",Germany,Female,42
"15782899",Spain,Female,28
"15623521",Spain,Male,43
"15810218",Spain,Male,29
"15645621",Spain,Male,44
"15608114",Spain,Male,62
"15659557",Germany,Female,28
"15787772",France,Female,38
"15691111",Germany,Female,42
"15592089",France,Female,43
"15633897",Germany,Male,39
"15701301",France,Female,42
"15723685",Germany,Female,26
"15701602",Germany,Male,52
"15573086",France,Male,42
"15569050",France,Male,45
"15750765",Spain,Male,71
"15799811",France,Male,40
"15698442",Spain,Male,35
"15655274",France,Female,29
"15603594",Spain,Male,24
"15585961",Spain,Female,43
"15686936",France,Female,37
"15770424",Germany,Male,40
"15587451",Germany,Male,41
"15602010",Germany,Female,45
"15600583",France,Male,31
"15654673",France,Male,49
"15717164",Spain,Male,32
"15765014",France,Female,48
"15682639",France,Male,32
"15729279",France,Female,25
"15759805",France,Female,32
"15767864",France,Male,33
"15769948",Germany,Male,35
"15686345",Spain,Male,34
"15688071",Spain,Male,53
"15681174",France,Male,39
"15667521",France,Female,22
"15750243",Spain,Male,40
"15695475",France,Male,29
"15689176",France,Male,46
"15652955",Spain,Male,30
"15668958",France,Male,30
"15631054",France,Female,24
"15581479",France,Male,30
"15577478",France,Female,72
"15780870",Spain,Male,67
"15692317",France,Male,30
"15593969",Spain,Female,39
"15570417",France,Male,35
"15779059",France,Female,38
"15785980",Spain,Male,34
"15644200",Spain,Female,42
"15793949",France,Female,48
"15645103",Germany,Male,25
"15705860",Germany,Male,40
"15623828",France,Male,30
"15715003",Spain,Female,49
"15623471",Germany,Male,38
"15798348",Spain,Female,50
"15743016",Spain,Female,22
"15769499",Spain,Female,74
"15798521",Spain,Male,33
"15706534",France,Female,47
"15706186",Germany,Male,33
"15812197",France,Male,38
"15650933",Spain,Female,48
"15692991",Spain,Female,38
"15631189",Germany,Male,38
"15762198",France,Male,34
"15699598",France,Female,20
"15692744",France,Male,36
"15688963",France,Female,52
"15599131",Germany,Male,26
"15680303",France,Male,57
"15628674",France,Male,40
"15648075",Germany,Female,47
